transaction_id,timestamp,amount,status,payment_mode,settlement_status,settlement_delay_mins
TXNE100192,2026-06-21 10:50:18,2215.48,SUCCESS,UPI,Settled,11
TXNE100325,2026-06-21 11:26:35,1058.28,SUCCESS,Wallet,Settled,8
TXNE100257,2026-06-21 11:28:29,4797.14,SUCCESS,UPI,Settled,17
TXNE100137,2026-06-21 12:11:36,3002.62,SUCCESS,UPI,Settled,11
TXNE100226,2026-06-21 12:18:04,2628.6,SUCCESS,UPI,Settled,12
TXNE100196,2026-06-21 12:45:49,974.83,SUCCESS,UPI,Settled,8
TXNE100032,2026-06-21 12:54:28,3238.3,SUCCESS,Wallet,Settled,8
TXNE100341,2026-06-21 14:04:17,620.35,SUCCESS,UPI,Settled,12
TXNE100221,2026-06-21 14:39:14,1812.64,SUCCESS,Debit Card,Settled,6
TXNE100267,2026-06-21 16:16:16,4198.17,SUCCESS,Wallet,Settled,6
TXNE100149,2026-06-21 17:25:19,2125.04,SUCCESS,Wallet,Settled,14
TXNE100079,2026-06-21 19:07:15,4215.15,SUCCESS,Wallet,Settled,8
TXNE100109,2026-06-21 19:08:04,1664.36,SUCCESS,Credit Card,Settled,12
TXNE100317,2026-06-21 19:20:31,658.63,SUCCESS,UPI,Settled,8
TXNE100447,2026-06-21 20:29:39,2674.26,SUCCESS,Wallet,Settled,12
TXNE100106,2026-06-21 21:05:34,1231.25,SUCCESS,Wallet,Settled,9
TXNE100158,2026-06-21 21:39:39,1751.86,SUCCESS,Credit Card,Settled,14
TXNE100061,2026-06-21 23:23:43,1201.77,SUCCESS,UPI,Settled,10
TXNE100391,2026-06-21 23:37:26,1766.69,SUCCESS,Debit Card,Settled,10
TXNE100443,2026-06-22 00:24:12,3882.58,SUCCESS,UPI,Settled,7
TXNE100241,2026-06-22 01:27:55,1377.27,SUCCESS,UPI,Settled,14
TXNE100389,2026-06-22 01:47:35,3756.36,SUCCESS,UPI,Settled,6
TXNE100050,2026-06-22 02:33:54,3007.64,SUCCESS,Wallet,Settled,3
TXNE100394,2026-06-22 02:51:44,3021.46,SUCCESS,UPI,Settled,12
TXNE100165,2026-06-22 03:15:42,830.45,SUCCESS,Wallet,Settled,10
TXNE100393,2026-06-22 04:19:23,1213.03,SUCCESS,UPI,Settled,10
TXNE100117,2026-06-22 04:20:35,981.49,SUCCESS,UPI,Settled,1
TXNE100064,2026-06-22 04:32:13,503.82,SUCCESS,UPI,Settled,9
TXNE100141,2026-06-22 05:31:05,3651.67,SUCCESS,Wallet,Settled,16
TXNE100297,2026-06-22 06:06:26,1032.97,SUCCESS,UPI,Settled,6
TXNE100472,2026-06-22 06:43:50,809.96,SUCCESS,UPI,Settled,11
TXNE100490,2026-06-22 09:10:51,1662.53,SUCCESS,UPI,Settled,12
TXNE100123,2026-06-22 09:20:01,4949.33,SUCCESS,UPI,Settled,16
TXNE100084,2026-06-22 11:05:27,4382.14,SUCCESS,Wallet,Settled,9
TXNE100281,2026-06-22 11:17:28,1953.09,SUCCESS,Net Banking,Settled,7
TXNE100238,2026-06-22 11:54:45,1476.74,SUCCESS,UPI,Settled,17
TXNE100003,2026-06-22 12:02:06,2974.83,SUCCESS,UPI,Settled,14
TXNE100363,2026-06-22 12:46:14,1395.68,SUCCESS,UPI,Settled,7
TXNE100004,2026-06-22 13:17:13,969.4,SUCCESS,UPI,Settled,8
TXNE100357,2026-06-22 13:17:17,4286.99,SUCCESS,Credit Card,Settled,12
TXNE100105,2026-06-22 16:18:53,884.61,SUCCESS,UPI,Settled,12
TXNE100365,2026-06-22 16:43:39,4198.2,SUCCESS,UPI,Settled,10
TXNE100103,2026-06-22 16:46:49,2202.79,SUCCESS,Wallet,Settled,8
TXNE100483,2026-06-22 17:24:46,4544.85,SUCCESS,UPI,Settled,5
TXNE100127,2026-06-22 18:48:59,4362.88,SUCCESS,Credit Card,Settled,15
TXNE100129,2026-06-22 20:20:18,1338.13,SUCCESS,Credit Card,Settled,7
TXNE100159,2026-06-22 21:01:40,1869.4,SUCCESS,UPI,Settled,6
TXNE100346,2026-06-22 21:47:45,1453.73,SUCCESS,Wallet,Settled,10
TXNE100435,2026-06-22 23:09:09,2332.92,SUCCESS,UPI,Settled,10
TXNE100037,2026-06-22 23:53:21,2420.41,SUCCESS,Wallet,Settled,15
TXNE100249,2026-06-23 00:29:14,3358.34,SUCCESS,UPI,Settled,12
TXNE100478,2026-06-23 01:15:46,3011.75,SUCCESS,Wallet,Settled,10
TXNE100312,2026-06-23 02:02:17,3855.66,SUCCESS,UPI,Settled,6
TXNE100452,2026-06-23 03:23:52,2749.56,SUCCESS,UPI,Settled,14
TXNE100442,2026-06-23 03:29:02,3776.93,SUCCESS,Debit Card,Settled,6
TXNE100432,2026-06-23 03:58:37,2012.64,SUCCESS,UPI,Settled,13
TXNE100054,2026-06-23 04:09:49,3587.78,SUCCESS,Net Banking,Settled,6
TXNE100331,2026-06-23 04:14:23,1856.06,SUCCESS,UPI,Settled,13
TXNE100290,2026-06-23 04:38:02,1693.11,SUCCESS,UPI,Settled,10
TXNE100308,2026-06-23 04:46:33,3907.01,SUCCESS,Credit Card,Settled,12
TXNE100374,2026-06-23 04:59:55,4823.09,SUCCESS,UPI,Settled,6
TXNE100280,2026-06-23 06:10:23,2428.39,SUCCESS,Wallet,Settled,9
TXNE100175,2026-06-23 06:35:26,2849.62,SUCCESS,Wallet,Settled,14
TXNE100205,2026-06-23 07:05:17,1649.75,SUCCESS,UPI,Settled,13
TXNE100067,2026-06-23 07:23:42,2795.9,SUCCESS,UPI,Settled,12
TXNE100152,2026-06-23 08:54:37,3060.21,SUCCESS,Credit Card,Settled,10
TXNE100362,2026-06-23 09:19:04,624.61,SUCCESS,Wallet,Settled,6
TXNE100306,2026-06-23 10:07:15,1128.8,SUCCESS,Credit Card,Settled,7
TXNE100395,2026-06-23 10:45:45,2538.1,SUCCESS,UPI,Settled,8
TXNE100326,2026-06-23 11:12:50,4923.08,SUCCESS,Debit Card,Settled,18
TXNE100289,2026-06-23 12:17:43,1792.05,SUCCESS,UPI,Settled,5
TXNE100470,2026-06-23 12:33:08,4273.44,SUCCESS,UPI,Settled,9
TXNE100076,2026-06-23 13:03:20,1705.28,SUCCESS,UPI,Settled,11
TXNE100208,2026-06-23 13:21:08,1909.51,SUCCESS,UPI,Settled,8
TXNE100019,2026-06-23 13:30:12,949.62,SUCCESS,UPI,Settled,7
TXNE100373,2026-06-23 14:19:28,1720.77,SUCCESS,UPI,Settled,1
TXNE100453,2026-06-23 14:44:08,801.28,SUCCESS,UPI,Settled,7
TXNE100305,2026-06-23 16:05:34,4859.9,SUCCESS,UPI,Settled,1
TXNE100437,2026-06-23 16:45:25,3075.13,SUCCESS,UPI,Settled,13
TXNE100266,2026-06-23 17:40:01,1327.29,SUCCESS,Wallet,Settled,9
TXNE100424,2026-06-23 17:40:45,4789.16,SUCCESS,UPI,Settled,10
TXNE100006,2026-06-23 17:47:30,4271.19,SUCCESS,Debit Card,Settled,8
TXNE100140,2026-06-23 18:18:31,1834.31,SUCCESS,Credit Card,Settled,4
TXNE100439,2026-06-23 18:48:44,3190.31,SUCCESS,UPI,Settled,8
TXNE100082,2026-06-23 19:33:18,2625.39,SUCCESS,UPI,Settled,6
TXNE100040,2026-06-23 19:45:10,3501.63,SUCCESS,UPI,Settled,7
TXNE100125,2026-06-23 19:53:29,982.82,SUCCESS,UPI,Settled,11
TXNE100415,2026-06-23 20:15:26,3491.18,SUCCESS,Net Banking,Settled,4
TXNE100250,2026-06-23 22:17:23,1844.05,SUCCESS,Wallet,Settled,3
TXNE100486,2026-06-23 22:49:06,1940.18,SUCCESS,Wallet,Settled,7
TXNE100446,2026-06-24 00:08:38,1310.96,SUCCESS,UPI,Settled,9
TXNE100234,2026-06-24 00:31:15,3689.29,SUCCESS,Wallet,Settled,9
TXNE100091,2026-06-24 00:48:53,584.29,SUCCESS,Net Banking,Settled,13
TXNE100101,2026-06-24 01:30:53,3991.63,SUCCESS,UPI,Settled,9
TXNE100110,2026-06-24 03:41:25,1752.21,SUCCESS,UPI,Settled,11
TXNE100366,2026-06-24 04:55:15,545.81,SUCCESS,UPI,Settled,16
TXNE100466,2026-06-24 05:06:58,2096.4,SUCCESS,Debit Card,Settled,13
TXNE100496,2026-06-24 05:35:22,2694.86,SUCCESS,Wallet,Settled,7
TXNE100145,2026-06-24 05:41:11,2635.1,SUCCESS,UPI,Settled,14
TXNE100421,2026-06-24 06:02:51,1379.67,SUCCESS,UPI,Settled,16
TXNE100094,2026-06-24 06:03:20,2512.79,SUCCESS,Debit Card,Settled,13
TXNE100323,2026-06-24 06:25:45,2749.13,SUCCESS,Credit Card,Settled,10
TXNE100349,2026-06-24 06:31:02,1044.92,SUCCESS,Debit Card,Settled,10
TXNE100448,2026-06-24 06:39:56,4339.15,SUCCESS,Wallet,Settled,6
TXNE100416,2026-06-24 06:50:52,1557.25,SUCCESS,Credit Card,Settled,9
TXNE100484,2026-06-24 06:56:41,900.47,SUCCESS,UPI,Settled,8
TXNE100000,2026-06-24 07:29:50,2229.93,SUCCESS,UPI,Settled,9
TXNE100449,2026-06-24 08:36:02,1305.12,SUCCESS,UPI,Settled,8
TXNE100115,2026-06-24 08:44:54,4367.35,SUCCESS,Wallet,Settled,8
TXNE100364,2026-06-24 09:47:31,743.3,SUCCESS,Net Banking,Settled,9
TXNE100400,2026-06-24 11:46:20,4693.71,SUCCESS,UPI,Settled,15
TXNE100148,2026-06-24 11:49:08,1479.93,SUCCESS,UPI,Settled,12
TXNE100411,2026-06-24 12:38:08,2162.95,SUCCESS,UPI,Settled,13
TXNE100451,2026-06-24 13:31:56,3646.22,SUCCESS,Wallet,Settled,9
TXNE100098,2026-06-24 13:45:37,2135.52,SUCCESS,Wallet,Settled,8
TXNE100436,2026-06-24 14:10:12,1657.34,SUCCESS,UPI,Settled,3
TXNE100433,2026-06-24 14:41:43,841.22,SUCCESS,Net Banking,Settled,10
TXNE100319,2026-06-24 14:56:51,4681.86,SUCCESS,UPI,Settled,9
TXNE100138,2026-06-24 16:35:12,3163.45,SUCCESS,UPI,Settled,3
TXNE100204,2026-06-24 16:43:16,2376.45,SUCCESS,UPI,Settled,5
TXNE100066,2026-06-24 17:21:10,1322.85,SUCCESS,UPI,Settled,12
TXNE100454,2026-06-24 17:59:21,1299.04,SUCCESS,UPI,Settled,8
TXNE100201,2026-06-24 18:28:20,3083.41,SUCCESS,UPI,Settled,7
TXNE100200,2026-06-24 18:36:15,4616.22,SUCCESS,Wallet,Settled,12
TXNE100088,2026-06-24 18:50:09,4814.02,SUCCESS,Debit Card,Settled,10
TXNE100036,2026-06-24 19:12:01,2527.59,SUCCESS,UPI,Settled,12
TXNE100482,2026-06-24 19:27:25,3894.44,SUCCESS,UPI,Settled,9
TXNE100184,2026-06-24 19:28:15,743.79,SUCCESS,UPI,Settled,9
TXNE100021,2026-06-24 19:35:18,1726.15,SUCCESS,Credit Card,Settled,8
TXNE100263,2026-06-24 21:46:26,4073.04,SUCCESS,Debit Card,Settled,10
TXNE100074,2026-06-24 21:53:50,4866.48,SUCCESS,Credit Card,Settled,7
TXNE100144,2026-06-24 21:55:26,1818.08,SUCCESS,UPI,Settled,14
TXNE100321,2026-06-24 22:32:18,2008.86,SUCCESS,Credit Card,Settled,3
TXNE100134,2026-06-24 22:36:28,4825.55,SUCCESS,UPI,Settled,16
TXNE100296,2026-06-24 23:25:00,1979.77,SUCCESS,Wallet,Settled,10
TXNE100369,2026-06-24 23:34:26,1703.35,SUCCESS,Credit Card,Settled,4
TXNE100039,2026-06-24 23:53:51,1985.01,SUCCESS,Net Banking,Settled,16
TXNE100329,2026-06-25 00:04:12,521.38,SUCCESS,UPI,Settled,14
TXNE100272,2026-06-25 00:24:12,3677.7,SUCCESS,Wallet,Settled,13
TXNE100489,2026-06-25 01:51:46,2491.96,SUCCESS,UPI,Settled,12
TXNE100404,2026-06-25 02:31:38,4240.37,SUCCESS,UPI,Settled,4
TXNE100413,2026-06-25 02:37:24,1232.34,SUCCESS,Debit Card,Settled,11
TXNE100245,2026-06-25 04:01:39,3975.73,SUCCESS,UPI,Settled,2
TXNE100428,2026-06-25 04:14:16,2815.87,SUCCESS,Wallet,Settled,13
TXNE100090,2026-06-25 04:14:28,2509.68,SUCCESS,Wallet,Settled,14
TXNE100172,2026-06-25 05:02:00,1316.8,SUCCESS,UPI,Settled,19
TXNE100311,2026-06-25 05:26:31,2680.85,SUCCESS,UPI,Settled,5
TXNE100142,2026-06-25 05:56:44,2364.59,SUCCESS,UPI,Settled,1
TXNE100355,2026-06-25 06:12:10,4485.54,SUCCESS,UPI,Settled,5
TXNE100041,2026-06-25 06:48:12,4074.73,SUCCESS,UPI,Settled,6
TXNE100431,2026-06-25 06:48:46,3268.98,SUCCESS,Wallet,Settled,10
TXNE100471,2026-06-25 07:12:47,3941.78,SUCCESS,UPI,Settled,5
TXNE100243,2026-06-25 07:14:26,4324.83,SUCCESS,UPI,Settled,5
TXNE100151,2026-06-25 07:21:53,1832.79,SUCCESS,UPI,Settled,14
TXNE100169,2026-06-25 07:46:33,4289.08,SUCCESS,Debit Card,Settled,3
TXNE100427,2026-06-25 07:54:34,4677.63,SUCCESS,UPI,Settled,7
TXNE100217,2026-06-25 09:12:00,2184.44,SUCCESS,Debit Card,Settled,7
TXNE100167,2026-06-25 09:13:48,4684.04,SUCCESS,UPI,Settled,5
TXNE100399,2026-06-25 09:19:54,3683.73,SUCCESS,UPI,Settled,13
TXNE100276,2026-06-25 11:45:08,3527.75,SUCCESS,UPI,Settled,5
TXNE100455,2026-06-25 13:13:33,4425.55,SUCCESS,Wallet,Settled,8
TXNE100130,2026-06-25 13:14:28,4608.7,SUCCESS,Wallet,Settled,4
TXNE100199,2026-06-25 14:17:17,2745.21,SUCCESS,UPI,Settled,6
TXNE100294,2026-06-25 14:17:38,4980.86,SUCCESS,UPI,Settled,7
TXNE100047,2026-06-25 14:32:16,917.24,SUCCESS,Credit Card,Settled,9
TXNE100029,2026-06-25 14:43:17,3269.91,SUCCESS,UPI,Settled,4
TXNE100456,2026-06-25 14:58:27,4274.18,SUCCESS,UPI,Settled,5
TXNE100096,2026-06-25 15:07:50,1515.84,SUCCESS,Credit Card,Settled,12
TXNE100072,2026-06-25 15:09:28,1841.01,SUCCESS,Net Banking,Settled,1
TXNE100016,2026-06-25 15:51:07,543.71,SUCCESS,Net Banking,Settled,10
TXNE100195,2026-06-25 16:56:39,3199.75,SUCCESS,UPI,Settled,14
TXNE100235,2026-06-25 17:16:14,4948.06,SUCCESS,Debit Card,Settled,10
TXNE100120,2026-06-25 17:49:29,1991.79,SUCCESS,UPI,Settled,7
